,district,rooms,size,level,max_levels,price
5828,Mirzo Ulugbek,2,55.0,6,9,33500
5829,Mirzo Ulugbek,2,69.0,12,12,33000
5830,Mirzo Ulugbek,2,64.0,3,9,53500
5831,Shayhontohur,3,72.0,4,4,42000
5832,Chilonzor,2,63.0,3,9,32000
5833,Mirzo Ulugbek,2,140.0,1,8,70000
5834,Yunusobod,7,190.0,1,3,72000
5835,Yakkasaroy,1,45.0,3,4,41000
5836,Chilonzor,2,63.0,3,9,32000
5837,Mirzo Ulugbek,2,55.0,4,4,32000
5838,Chilonzor,3,78.0,7,9,55000
5839,Mirobod,3,105.0,2,8,170000
5840,Yunusobod,4,100.0,1,9,87000
5841,Shayhontohur,3,70.0,8,9,46000
5842,Chilonzor,4,105.0,6,9,63000
5843,Mirzo Ulugbek,2,60.0,4,4,31500
5844,Mirobod,3,110.0,4,8,120000
5845,Yunusobod,2,60.0,2,9,45000
5846,Yakkasaroy,2,60.0,5,9,47000
5847,Yakkasaroy,3,103.0,1,9,145000
5848,Uchtepa,4,80.0,2,5,82000
5849,Mirobod,2,62.0,2,9,57000
5850,Chilonzor,1,30.0,3,4,27500
5851,Chilonzor,1,30.0,3,4,27500
5852,Yunusobod,4,100.0,7,9,65000
5853,Mirobod,4,107.0,8,9,105000
5854,Yunusobod,3,103.0,3,6,90000
5855,Chilonzor,3,65.0,4,4,54000
5856,Chilonzor,3,75.0,2,4,53000
5857,Shayhontohur,3,72.0,4,9,60000
5858,Mirobod,4,90.0,2,4,105000
5859,Mirzo Ulugbek,4,100.0,9,9,110000
5860,Uchtepa,2,58.0,2,4,32000
5861,Mirzo Ulugbek,3,70.0,2,4,41500
5862,Mirobod,4,95.0,1,9,118000
5863,Mirobod,1,27.0,3,3,18600
5864,Yashnobod,4,320.0,4,4,255000
5865,Mirobod,2,47.0,4,4,43000
5866,Yashnobod,4,320.0,4,4,255000
5867,Mirzo Ulugbek,3,78.0,4,4,66000
5868,Chilonzor,2,60.0,3,4,39500
5869,Chilonzor,2,60.0,3,9,35000
5870,Chilonzor,2,58.0,2,5,35500
5871,Chilonzor,2,50.0,2,4,34500
5872,Chilonzor,2,60.0,3,5,38000
5873,Chilonzor,1,36.0,2,4,27500
5874,Chilonzor,1,45.0,2,5,29500
5875,Chilonzor,1,36.0,4,4,25500
5876,Chilonzor,1,36.0,4,4,25500
5877,Chilonzor,1,30.0,2,4,23500
5878,Mirobod,2,62.0,3,9,53000
5879,Sergeli,2,74.0,2,9,34000
5880,Mirobod,2,65.0,9,9,48500
5881,Mirobod,2,65.0,9,9,47000
5882,Yashnobod,3,50.0,3,4,38700
5883,Yakkasaroy,1,44.0,2,9,27000
5884,Yashnobod,1,41.0,1,9,23000
5885,Yakkasaroy,5,116.0,3,9,88000
5886,Mirzo Ulugbek,2,41.0,3,5,36500
5887,Mirzo Ulugbek,1,43.0,4,4,62000
5888,Chilonzor,2,47.0,4,4,26000
5889,Mirobod,2,80.0,9,9,66500
5890,Olmzor,2,57.0,5,5,35000
5891,Chilonzor,2,50.0,1,4,34500
5892,Yashnobod,3,89.8,1,8,31500
5893,Yashnobod,1,58.6,4,8,20500
5894,Uchtepa,2,65.0,7,9,36500
5895,Yunusobod,2,70.0,4,9,60000
5896,Chilonzor,1,33.0,4,4,25000
5897,Mirzo Ulugbek,4,92.0,3,5,61000
5898,Mirzo Ulugbek,4,95.0,3,5,61000
5899,Shayhontohur,2,65.0,3,4,56500
5900,Sergeli,2,54.0,9,10,28423
5901,Mirzo Ulugbek,2,53.0,4,4,37000
5902,Yakkasaroy,5,112.0,8,9,60000
5903,Chilonzor,2,57.0,2,4,46000
5904,Mirobod,4,103.0,6,9,70000
5905,Yunusobod,3,80.0,1,4,100000
5906,Yakkasaroy,4,84.0,5,12,70000
5907,Yashnobod,4,100.0,3,9,60000
5908,Mirzo Ulugbek,4,123.0,1,5,300000
5909,Mirobod,1,55.0,9,9,57000
5910,Mirobod,1,55.0,9,9,65000
5911,Mirzo Ulugbek,3,74.0,7,9,61000
5912,Mirzo Ulugbek,3,78.0,3,4,72000
5913,Yakkasaroy,1,43.0,5,16,36500
5914,Yakkasaroy,1,28.0,4,4,29000
5915,Mirzo Ulugbek,3,70.0,4,5,46000
5916,Uchtepa,1,37.0,2,4,24500
5917,Uchtepa,1,42.0,1,5,26500
5918,Shayhontohur,4,84.0,2,4,95000
5919,Uchtepa,1,37.0,2,4,28000
5920,Yunusobod,3,72.0,7,9,46000
5921,Mirzo Ulugbek,1,33.0,4,4,19000
5922,Mirzo Ulugbek,2,42.0,2,5,33500
5923,Mirzo Ulugbek,5,100.0,4,4,48000
5924,Mirzo Ulugbek,1,35.0,1,4,24500
5925,Mirzo Ulugbek,2,46.0,4,4,28000
5926,Mirzo Ulugbek,2,60.0,3,5,30500
5927,Mirzo Ulugbek,3,62.0,5,5,35000
5928,Yunusobod,2,60.0,2,9,45000
5929,Yangihayot,2,52.0,3,7,41000
5930,Mirobod,3,70.0,2,4,75000
5931,Mirobod,2,60.0,4,4,60000
5932,Yakkasaroy,3,52.0,3,5,65000
5933,Olmzor,1,42.0,5,5,26500
5934,Yakkasaroy,2,42.0,3,5,52000
5935,Chilonzor,1,15.0,3,4,12000
5936,Yunusobod,3,103.0,3,6,90000
5937,Chilonzor,1,42.0,3,5,31500
5938,Uchtepa,2,58.0,2,4,32000
5939,Mirzo Ulugbek,2,55.0,1,4,36000
5940,Mirobod,4,107.0,8,9,105000
5941,Yunusobod,4,95.0,4,4,59900
5942,Chilonzor,1,35.0,3,4,27000
5943,Chilonzor,1,28.0,2,4,24000
5944,Mirzo Ulugbek,2,55.0,4,5,34500
5945,Mirzo Ulugbek,1,18.0,6,9,10500
5946,Mirzo Ulugbek,2,55.0,2,5,32500
5947,Mirzo Ulugbek,2,55.0,1,5,36000
5948,Yunusobod,3,75.0,4,9,77000
5949,Uchtepa,1,41.0,3,5,26000
5950,Uchtepa,3,72.0,3,9,45500
5951,Mirzo Ulugbek,3,110.0,1,4,110000
5952,Mirobod,5,115.0,5,9,83000
5953,Mirobod,4,110.0,5,9,85000
5954,Mirzo Ulugbek,4,86.0,2,5,80000
5955,Sergeli,2,44.0,1,7,34000
5956,Mirobod,2,40.0,1,1,26000
5957,Yashnobod,4,94.0,4,4,37000
5958,Mirobod,2,40.0,1,1,26000
5959,Yashnobod,4,94.0,4,4,37000
5960,Mirobod,1,40.0,1,4,22500
5961,Sergeli,3,82.0,7,10,43160
5962,Yashnobod,2,50.0,4,4,24000
5963,Sergeli,2,56.0,1,7,38000
5964,Olmzor,3,80.0,6,7,58000
5965,Chilonzor,2,58.0,4,9,31500
5966,Yunusobod,4,82.0,1,4,85000
5967,Shayhontohur,2,75.0,4,7,47000
5968,Mirobod,4,104.0,8,9,94000
5969,Uchtepa,2,50.0,4,4,29500
5970,Mirobod,2,65.0,1,2,30000
5971,Yashnobod,3,105.0,4,8,160000
5972,Yashnobod,3,70.0,3,4,42000
5973,Chilonzor,2,60.0,5,9,35000
5974,Chilonzor,2,50.0,3,5,33500
5975,Chilonzor,2,50.0,2,4,34500
5976,Uchtepa,2,65.0,4,5,38500
5977,Chilonzor,2,50.0,1,5,37000
5978,Chilonzor,1,40.0,1,5,25500
5979,Chilonzor,1,32.0,1,4,27000
5980,Mirzo Ulugbek,2,65.0,5,9,38800
5981,Mirzo Ulugbek,4,180.0,3,9,110000
5982,Yashnobod,3,90.0,5,9,55000
5983,Yunusobod,2,69.0,5,7,52000
5984,Uchtepa,3,72.0,7,9,39000
5985,Mirobod,3,81.0,3,5,41500
5986,Chilonzor,1,30.0,2,4,29300
5987,Chilonzor,1,30.0,4,4,25900
5988,Uchtepa,2,59.0,4,9,32000
5989,Chilonzor,3,65.0,4,4,43500
5990,Chilonzor,3,72.0,5,9,57000
5991,Yunusobod,2,55.0,2,4,55000
5992,Yunusobod,3,75.0,4,9,80000
5993,Yakkasaroy,2,65.0,1,4,40000
5994,Mirobod,4,100.0,15,16,130000
5995,Yunusobod,2,45.0,1,5,40000
5996,Shayhontohur,3,96.0,4,8,110000
5997,Mirobod,3,72.0,1,2,40000
5998,Yakkasaroy,2,65.0,4,7,88000
5999,Mirobod,4,200.0,5,8,265000
6000,Mirzo Ulugbek,4,102.0,2,5,55000
6001,Yakkasaroy,3,70.0,11,13,45000
6002,Mirzo Ulugbek,1,38.0,3,5,22500
6003,Yunusobod,3,72.0,3,4,42000
6004,Mirzo Ulugbek,4,92.0,5,5,41500
6005,Sergeli,2,52.0,1,7,34900
6006,Mirobod,4,100.0,6,9,70000
6007,Mirzo Ulugbek,3,84.0,8,12,56000
6008,Yunusobod,2,65.0,2,4,38500
6009,Mirobod,4,100.0,2,4,78000
6010,Mirobod,2,55.0,3,3,26900
6011,Sergeli,3,76.0,5,5,33000
6012,Mirobod,4,165.0,2,4,210000
6013,Mirobod,4,135.0,2,4,165000
6014,Mirobod,4,147.0,3,12,132000
6015,Uchtepa,3,70.0,2,5,43500
6016,Yakkasaroy,4,150.0,2,7,200000
6017,Yakkasaroy,2,58.0,4,5,45000
6018,Yakkasaroy,4,96.0,5,9,66000
6019,Shayhontohur,3,72.0,2,5,48000
6020,Olmzor,3,107.0,3,7,98000
6021,Mirobod,5,115.0,7,9,105000
6022,Yunusobod,2,63.0,5,9,45000
6023,Sergeli,4,135.0,1,3,70500
6024,Chilonzor,3,72.0,4,12,60000
6025,Uchtepa,3,72.0,9,9,40000
6026,Mirzo Ulugbek,3,79.0,5,5,45000
6027,Mirobod,4,100.0,3,4,125000
6028,Mirobod,4,115.0,9,9,75000
6029,Olmzor,6,200.0,3,4,65000
6030,Yunusobod,3,76.87,2,4,80000
6031,Mirzo Ulugbek,3,108.0,4,7,105000
6032,Yashnobod,3,90.0,5,9,90000
6033,Mirzo Ulugbek,4,140.0,1,4,110000
6034,Mirzo Ulugbek,2,56.0,7,9,39000
6035,Chilonzor,2,42.0,4,4,31500
6036,Chilonzor,2,57.0,2,4,46900
6037,Yashnobod,2,54.0,4,4,31500
6038,Chilonzor,3,75.0,5,9,51000
6039,Mirobod,2,65.0,9,9,45000
6040,Shayhontohur,4,98.0,1,5,92000
6041,Mirzo Ulugbek,2,58.0,3,5,34000
6042,Yakkasaroy,3,70.0,4,4,70500
6043,Mirzo Ulugbek,3,56.0,5,5,50000
6044,Mirobod,3,100.0,1,9,142000
6045,Mirobod,4,170.0,3,9,170000
6046,Mirzo Ulugbek,3,75.0,3,14,67000
6047,Chilonzor,1,30.0,1,3,25000
6048,Yunusobod,2,62.0,3,4,57500
6049,Shayhontohur,5,97.0,4,5,58000
6050,Mirzo Ulugbek,2,60.0,2,4,49000
6051,Yunusobod,4,82.0,1,4,85000
6052,Yashnobod,2,47.0,4,5,26000
6053,Uchtepa,4,80.0,1,5,52000
6054,Uchtepa,3,58.0,5,5,35000
6055,Yashnobod,3,70.0,2,4,48000
6056,Yashnobod,3,62.0,6,7,60000
6057,Mirzo Ulugbek,2,46.0,5,10,23000
6058,Mirzo Ulugbek,1,38.0,5,5,19000
6059,Mirzo Ulugbek,2,45.0,5,10,22500
6060,Mirzo Ulugbek,2,69.0,5,10,34500
6061,Mirzo Ulugbek,2,43.0,3,10,21500
6062,Yashnobod,3,87.0,3,6,34800
6063,Yashnobod,3,80.0,1,4,85000
6064,Mirzo Ulugbek,2,45.0,1,4,39000
6065,Yashnobod,2,50.0,5,5,23500
6066,Mirzo Ulugbek,2,62.0,2,5,33500
6067,Yunusobod,4,82.0,1,4,85000
6068,Mirzo Ulugbek,4,92.0,3,5,63000
6069,Mirzo Ulugbek,2,50.0,4,5,31000
6070,Yakkasaroy,3,103.0,1,9,105000
6071,Uchtepa,3,70.0,5,5,40000
6072,Uchtepa,3,70.0,4,5,46000
6073,Mirobod,3,75.0,7,9,90000
6074,Yakkasaroy,2,42.0,2,2,43000
6075,Uchtepa,3,70.0,5,5,44000
6076,Chilonzor,3,60.0,1,4,52500
6077,Yashnobod,4,70.06,4,4,50000
6078,Uchtepa,2,44.0,1,4,29500
6079,Uchtepa,3,63.0,1,4,69000
6080,Chilonzor,3,72.0,5,9,53000
6081,Uchtepa,3,72.0,5,5,45000
6082,Chilonzor,3,62.0,3,4,38000
6083,Uchtepa,2,48.0,5,5,27000
6084,Chilonzor,2,42.0,4,4,31000
6085,Uchtepa,3,70.0,1,4,54000
6086,Chilonzor,2,48.0,2,3,34000
6087,Uchtepa,1,33.0,2,4,28000
6088,Uchtepa,2,50.0,4,4,30000
6089,Chilonzor,1,30.0,2,4,28200
6090,Uchtepa,4,73.0,1,5,65000
6091,Mirobod,3,90.0,3,4,118000
6092,Mirzo Ulugbek,3,131.0,1,8,150000
6093,Chilonzor,3,70.0,4,4,51000
6094,Mirobod,4,100.0,5,5,54500
6095,Uchtepa,4,76.0,4,4,47500
6096,Uchtepa,2,45.0,4,5,30000
6097,Chilonzor,1,38.0,1,4,28900
6098,Chilonzor,1,27.0,3,4,32000
6099,Chilonzor,5,117.0,1,4,95000
6100,Chilonzor,4,78.0,2,4,65000
6101,Chilonzor,2,50.0,3,5,36500
6102,Chilonzor,2,60.0,4,9,34500
6103,Chilonzor,1,40.0,1,4,27500
6104,Chilonzor,2,54.0,3,5,32000
6105,Chilonzor,3,65.0,4,4,38500
6106,Chilonzor,2,48.0,2,4,38000
6107,Uchtepa,1,58.0,9,12,26000
6108,Uchtepa,3,75.0,3,9,51500
6109,Chilonzor,1,32.0,4,4,27700
6110,Uchtepa,3,72.0,1,9,60000
6111,Chilonzor,2,46.0,4,4,31000
6112,Chilonzor,3,78.0,3,5,58000
6113,Uchtepa,3,80.0,3,4,55500
6114,Uchtepa,4,108.0,3,3,70000
6115,Chilonzor,3,135.0,1,4,148000
6116,Uchtepa,4,98.0,4,4,58000
6117,Chilonzor,2,47.0,1,4,33000
6118,Uchtepa,4,80.0,5,5,53000
6119,Chilonzor,4,72.0,4,4,50000
6120,Yashnobod,2,52.0,8,9,27000
6121,Chilonzor,4,98.0,3,9,84000
6122,Uchtepa,4,92.0,3,4,59500
6123,Uchtepa,3,72.0,8,9,40000
6124,Uchtepa,4,80.0,1,4,47000
6125,Uchtepa,3,70.0,5,5,44000
6126,Uchtepa,3,70.0,9,9,44000
6127,Uchtepa,2,50.0,4,4,35000
6128,Chilonzor,2,52.0,3,4,38900
6129,Uchtepa,3,67.0,3,4,51000
6130,Uchtepa,3,84.0,14,16,49000
6131,Uchtepa,3,60.0,4,4,45000
6132,Chilonzor,1,33.0,3,4,24500
6133,Uchtepa,4,120.0,1,4,110000
6134,Uchtepa,2,61.0,6,9,37000
6135,Uchtepa,2,50.0,1,4,52500
6136,Uchtepa,3,70.0,4,4,47500
6137,Uchtepa,3,70.0,4,4,41500
6138,Chilonzor,3,68.0,3,4,57500
6139,Chilonzor,3,65.0,1,4,43000
6140,Chilonzor,2,42.0,1,4,41500
6141,Chilonzor,3,110.0,3,9,78000
6142,Chilonzor,3,68.0,3,4,50000
6143,Chilonzor,2,45.0,4,4,32000
6144,Chilonzor,3,68.0,4,5,55000
6145,Chilonzor,3,65.0,1,4,48000
6146,Chilonzor,2,43.0,1,4,32000
6147,Chilonzor,2,54.0,3,4,45500
6148,Chilonzor,2,52.0,2,4,56500
6149,Chilonzor,2,63.0,2,5,46500
6150,Mirobod,4,135.0,3,9,105000
6151,Uchtepa,4,90.0,5,5,46000
6152,Uchtepa,4,90.0,3,5,58000
6153,Uchtepa,3,92.0,9,9,47500
6154,Chilonzor,3,80.0,8,9,66000
6155,Uchtepa,3,72.0,1,9,48000
6156,Uchtepa,2,71.0,4,5,67000
6157,Chilonzor,3,76.0,5,5,49000
6158,Chilonzor,2,45.0,4,4,36500
6159,Uchtepa,4,137.0,5,5,94000
6160,Shayhontohur,4,100.0,9,9,68000
6161,Shayhontohur,4,100.0,2,9,87000
6162,Shayhontohur,2,57.0,4,5,35000
6163,Olmzor,2,52.0,1,4,52500
6164,Sergeli,2,58.0,1,3,41000
6165,Yunusobod,1,42.0,1,4,53000
6166,Uchtepa,2,28.0,1,4,43000
6167,Chilonzor,3,90.0,4,4,84000
6168,Chilonzor,3,64.0,2,4,46000
6169,Chilonzor,3,66.0,9,9,73500
6170,Chilonzor,2,55.0,4,4,43000
6171,Uchtepa,2,40.0,2,4,35000
6172,Uchtepa,2,47.0,3,4,32000
6173,Uchtepa,2,53.0,4,4,31500
6174,Uchtepa,2,52.0,2,4,35000
6175,Uchtepa,2,45.0,1,4,35000
6176,Uchtepa,2,50.0,4,4,37000
6177,Uchtepa,2,43.0,2,5,37000
6178,Chilonzor,2,46.0,3,4,33000
6179,Chilonzor,2,48.0,2,4,38000
6180,Chilonzor,2,50.0,2,4,40000
6181,Chilonzor,2,45.0,3,4,42500
6182,Uchtepa,4,80.0,1,5,65000
6183,Chilonzor,4,100.0,3,4,57000
6184,Chilonzor,4,80.0,4,4,51500
6185,Chilonzor,4,96.0,8,9,57500
6186,Chilonzor,4,90.0,9,9,53000
6187,Chilonzor,4,94.0,3,9,119000
6188,Uchtepa,3,80.0,7,9,45000
6189,Uchtepa,3,68.0,3,5,57000
6190,Uchtepa,3,68.0,6,9,44000
6191,Chilonzor,3,110.0,4,4,78500
6192,Uchtepa,3,65.0,4,5,53000
6193,Uchtepa,2,33.0,8,9,23500
6194,Uchtepa,2,40.0,7,9,22500
6195,Uchtepa,2,56.0,5,5,34000
6196,Uchtepa,2,42.0,1,5,31000
6197,Chilonzor,2,52.0,4,4,39000
6198,Uchtepa,2,52.0,2,4,41000
6199,Uchtepa,2,47.0,3,5,36000
6200,Chilonzor,2,40.0,4,4,35000
6201,Chilonzor,2,65.0,4,9,57200
6202,Chilonzor,3,69.0,3,4,44000
6203,Yakkasaroy,2,60.0,4,5,70000
6204,Chilonzor,3,65.0,1,4,49500
6205,Chilonzor,1,32.0,4,4,27500
6206,Chilonzor,3,70.0,3,5,51500
6207,Chilonzor,2,46.0,2,4,34500
6208,Chilonzor,3,67.0,2,4,44000
6209,Yakkasaroy,2,58.0,5,5,47000
6210,Uchtepa,2,65.0,3,9,46000
6211,Chilonzor,1,30.0,2,4,26500
6212,Uchtepa,2,45.0,4,4,31500
6213,Uchtepa,2,58.0,3,9,35000
6214,Mirzo Ulugbek,2,62.0,1,9,57000
6215,Uchtepa,2,58.0,10,12,36000
6216,Chilonzor,4,74.0,4,4,53000
6217,Chilonzor,4,98.0,9,9,53000
6218,Chilonzor,4,90.0,7,9,95000
6219,Chilonzor,4,73.0,3,4,66200
6220,Chilonzor,5,206.0,1,9,190000
6221,Chilonzor,3,58.0,2,4,40500
6222,Uchtepa,3,66.0,2,5,67000
6223,Chilonzor,2,63.0,5,9,40300
6224,Chilonzor,3,65.0,4,4,41000
6225,Chilonzor,1,42.0,5,9,35000
6226,Chilonzor,1,20.0,3,9,14500
6227,Chilonzor,3,70.0,4,4,46500
6228,Chilonzor,3,70.0,5,5,40000
6229,Uchtepa,3,63.0,4,4,40000
6230,Uchtepa,4,120.0,1,4,93500
6231,Chilonzor,2,64.0,3,4,56500
6232,Chilonzor,2,43.0,2,4,39800
6233,Uchtepa,1,33.0,3,4,23500
6234,Chilonzor,1,28.0,1,4,25500
6235,Mirzo Ulugbek,1,40.0,3,3,30000
6236,Chilonzor,4,85.0,9,9,68000
6237,Chilonzor,3,68.0,2,4,56000
6238,Yunusobod,2,60.0,3,9,48000
6239,Chilonzor,2,62.0,2,4,40000
6240,Chilonzor,2,69.0,5,9,59000
6241,Uchtepa,3,90.0,7,9,52500
6242,Uchtepa,3,55.0,2,4,43500
6243,Chilonzor,3,70.0,5,5,41000
6244,Chilonzor,1,38.0,3,4,31500
6245,Chilonzor,3,100.0,4,12,54000
6246,Uchtepa,3,92.0,1,4,65000
6247,Mirzo Ulugbek,3,80.0,4,5,45000
6248,Yashnobod,3,121.0,2,8,116001
6249,Uchtepa,1,38.0,4,4,25000
6250,Chilonzor,2,63.0,7,9,45000
6251,Chilonzor,3,66.0,4,4,49000
6252,Uchtepa,2,56.0,4,5,40000
6253,Chilonzor,3,70.0,1,9,61000
6254,Uchtepa,2,60.0,5,5,34000
6255,Chilonzor,3,73.0,8,9,38200
6256,Chilonzor,3,65.0,2,4,44500
6257,Uchtepa,2,54.0,5,9,38000
6258,Chilonzor,4,105.0,3,9,85000
6259,Chilonzor,5,128.0,1,9,85000
6260,Chilonzor,4,102.0,4,8,78500
6261,Uchtepa,4,76.0,5,5,60500
6262,Chilonzor,1,30.0,4,5,27000
6263,Chilonzor,1,34.0,1,4,27000
6264,Chilonzor,2,42.0,2,4,34500
6265,Uchtepa,5,100.0,4,4,54000
6266,Chilonzor,1,26.0,2,4,22500
6267,Yashnobod,2,50.0,1,9,53000
6268,Chilonzor,3,80.0,7,9,45500
6269,Uchtepa,4,80.0,5,5,52500
6270,Uchtepa,2,63.0,1,4,37000
6271,Uchtepa,4,80.0,4,5,66500
6272,Chilonzor,4,96.0,7,9,67000
6273,Chilonzor,3,72.0,5,5,41500
6274,Chilonzor,3,80.0,2,4,68000
6275,Uchtepa,3,76.0,4,4,55500
6276,Chilonzor,3,70.0,5,5,39000
6277,Chilonzor,2,45.0,2,4,48000
6278,Uchtepa,4,100.0,3,5,61500
6279,Shayhontohur,1,25.0,3,5,22000
6280,Chilonzor,2,60.0,9,9,59000
6281,Uchtepa,3,62.0,5,5,48000
6282,Chilonzor,3,60.0,5,5,47000
6283,Chilonzor,3,72.0,9,9,36000
6284,Uchtepa,4,80.0,4,5,51500
6285,Chilonzor,3,91.0,9,9,42200
6286,Chilonzor,2,80.0,9,9,75000
6287,Yashnobod,2,46.0,1,5,25000
6288,Yunusobod,2,56.0,1,4,48000
6289,Chilonzor,2,45.0,4,4,45000
6290,Chilonzor,4,105.0,9,9,58000
6291,Chilonzor,3,72.0,8,9,44000
6292,Uchtepa,3,90.0,1,12,51000
6293,Chilonzor,2,59.0,2,9,51000
6294,Chilonzor,2,58.0,7,9,36000
6295,Chilonzor,3,68.0,5,5,47000
6296,Uchtepa,3,82.0,11,12,35000
6297,Uchtepa,2,45.0,5,5,34000
6298,Uchtepa,3,70.0,4,12,51000
6299,Chilonzor,3,90.0,5,9,58400
6300,Yakkasaroy,3,101.0,1,9,119000
6301,Yashnobod,3,65.0,5,5,68000
6302,Yakkasaroy,2,40.0,3,4,40000
6303,Chilonzor,3,68.0,4,5,50000
6304,Yashnobod,2,42.0,3,5,37000
6305,Mirobod,3,63.0,2,4,63000
6306,Chilonzor,2,55.0,1,4,39800
6307,Uchtepa,2,48.0,4,5,29500
6308,Uchtepa,5,107.0,4,4,68000
6309,Chilonzor,5,106.0,2,5,68000
6310,Chilonzor,3,74.0,3,5,50000
6311,Chilonzor,2,48.0,2,5,41500
6312,Chilonzor,4,140.0,3,9,81500
6313,Chilonzor,4,100.0,3,12,55000
6314,Uchtepa,3,65.0,4,4,44000
6315,Uchtepa,2,56.0,4,5,54000
6316,Uchtepa,2,53.0,1,4,36000
6317,Yunusobod,4,100.0,4,4,72500
6318,Uchtepa,3,98.0,2,4,68000
6319,Chilonzor,3,96.0,9,9,63000
6320,Chilonzor,4,93.0,4,4,63500
6321,Chilonzor,2,60.0,9,9,49500
6322,Chilonzor,5,82.0,4,4,72000
6323,Uchtepa,5,120.0,9,9,52000
6324,Uchtepa,4,80.0,6,9,59500
6325,Chilonzor,1,25.0,2,4,24000
6326,Uchtepa,3,72.0,3,9,45000
6327,Uchtepa,4,94.0,9,9,45000
6328,Uchtepa,3,65.0,4,9,47500
6329,Yashnobod,1,43.0,4,9,26900
6330,Uchtepa,4,78.0,5,5,47300
6331,Yakkasaroy,4,185.0,4,8,168000
6332,Chilonzor,4,85.0,3,4,52500
6333,Chilonzor,4,72.0,4,4,55500
6334,Mirzo Ulugbek,4,130.0,4,4,95000
6335,Chilonzor,4,76.0,2,4,68000
6336,Chilonzor,4,80.0,3,4,54000
6337,Uchtepa,2,48.0,4,4,31000
6338,Chilonzor,2,66.0,3,9,47000
6339,Chilonzor,2,46.0,4,5,37000
6340,Uchtepa,1,42.0,5,5,26000
6341,Uchtepa,4,110.0,3,3,91000
6342,Chilonzor,4,110.0,3,4,105000
6343,Chilonzor,3,70.0,4,4,39500
6344,Chilonzor,3,68.0,2,5,53500
6345,Chilonzor,3,60.0,3,5,47000
6346,Chilonzor,3,58.0,1,4,39000
6347,Mirzo Ulugbek,4,110.0,5,9,85000
6348,Yunusobod,4,90.0,2,4,72000
6349,Yakkasaroy,3,80.0,6,8,45000
6350,Chilonzor,1,30.0,2,4,25000
6351,Mirobod,3,72.0,1,2,40000
6352,Olmzor,3,71.0,2,9,41000
6353,Yakkasaroy,2,51.0,4,4,33500
6354,Mirobod,4,90.0,4,4,90000
6355,Shayhontohur,2,48.0,8,9,65000
6356,Mirzo Ulugbek,2,63.0,1,4,43500
6357,Mirzo Ulugbek,2,64.0,6,7,45000
6358,Yakkasaroy,3,72.0,3,8,94000
6359,Yakkasaroy,3,80.0,7,10,110000
6360,Yashnobod,2,52.0,7,9,44500
6361,Mirzo Ulugbek,2,47.0,2,2,23000
6362,Mirobod,4,121.0,6,10,120000
6363,Shayhontohur,3,80.0,1,3,105000
6364,Mirobod,4,150.0,3,12,140000
6365,Uchtepa,2,70.0,4,5,41500
6366,Uchtepa,2,70.0,4,5,41500
6367,Mirobod,3,80.0,7,9,60000
6368,Chilonzor,2,37.0,1,4,41000
6369,Chilonzor,4,95.0,2,4,83000
6370,Uchtepa,2,56.0,1,4,40500
6371,Uchtepa,3,68.0,1,4,40000
6372,Uchtepa,2,45.0,3,4,35000
6373,Chilonzor,3,68.0,3,5,48500
6374,Uchtepa,4,80.0,3,4,52500
6375,Mirobod,4,178.0,3,7,310000
6376,Mirzo Ulugbek,2,46.0,4,4,38000
6377,Yunusobod,3,148.0,2,8,136000
6378,Mirobod,3,115.0,4,7,157550
6379,Olmzor,3,72.0,5,9,46000
6380,Mirobod,2,94.0,4,7,128780
6381,Yunusobod,3,58.0,1,4,36000
6382,Yunusobod,4,90.0,2,4,53000
6383,Yunusobod,4,176.0,6,8,167200
6384,Mirzo Ulugbek,2,115.0,4,5,93000
6385,Yashnobod,4,92.0,4,4,54000
6386,Yashnobod,2,46.0,1,3,29500
6387,Yunusobod,3,131.0,3,8,128000
6388,Uchtepa,2,53.0,4,5,39500
6389,Yunusobod,3,65.0,3,4,76000
6390,Mirzo Ulugbek,1,38.0,4,4,21000
6391,Mirzo Ulugbek,3,79.0,4,5,53000
6392,Mirzo Ulugbek,2,46.0,4,4,30500
6393,Yashnobod,5,133.0,4,9,79000
6394,Sergeli,3,80.0,3,7,50000
6395,Yashnobod,2,62.0,8,9,29900
6396,Chilonzor,1,32.0,4,4,27500
6397,Mirzo Ulugbek,2,42.0,3,4,32000
6398,Yashnobod,1,30.0,3,5,21000
6399,Sergeli,2,52.0,1,7,35000
6400,Mirzo Ulugbek,3,62.0,5,5,35000
6401,Mirzo Ulugbek,2,51.0,4,4,30000
6402,Yunusobod,2,72.0,9,9,42108
6403,Mirzo Ulugbek,2,50.0,1,5,31000
6404,Mirzo Ulugbek,2,60.0,3,5,30500
6405,Mirzo Ulugbek,2,48.0,4,4,28000
6406,Mirzo Ulugbek,2,42.0,2,5,33500
6407,Yakkasaroy,4,100.0,1,9,90000
6408,Yashnobod,2,48.0,3,5,34000
6409,Mirobod,3,88.0,5,5,49000
6410,Mirobod,4,120.0,1,4,135000
6411,Chilonzor,2,50.0,1,4,35500
6412,Mirzo Ulugbek,2,55.0,2,4,35000
6413,Mirzo Ulugbek,5,100.0,4,4,48000
6414,Chilonzor,1,33.0,4,4,25000
6415,Yakkasaroy,2,78.0,1,4,85000
6416,Yunusobod,1,42.0,1,5,28500
6417,Mirzo Ulugbek,2,50.0,4,4,26500
